premise,hypothesis,label,premise_en,hypothesis_en,source
 كتابة شخص ما يكتب على لوحة مفاتيح,يضع شخص ما بعيدا لوحة المفاتيح,1,Someone is typing on a keyboard,Someone is putting away a keyboard,arNLI
شخصين يجلسون على مقعد في حديقة في يوم حار,شخصين يجلسون على مقعد في حديقة في يوم مشمس,1,Two people are sitting on a park bench on a hot day,Two people are sitting on a park bench on a sunny day,arNLI
لكنها لم تقف وفقًا لنية المدفعي.,كان لمطلق النار النية لعمل شيء.,0,But it gave no pause to the gunner's intention.,The gunner had an intent to do something.,xnli
جاين ، ديف ، ومحلل مكتب التحقيقات الفيدرالي الذي كان على التفصيل بخاية بن لادن في السي آي إيه ، ذهب إلى نيويورك في 11 يونيو للقاء العملاء حول قضية كول.,محلل FBI لن يتحدث عن القضية لأنها كانت مزعجة للغاية.,2,"Jane,Dave, and an FBI analyst who was on detail to the CIA's Bin Ladin unit went to New York on June 11 to meet with the agents about the Cole case.",The FBI analyst never spoke about the case because it was too upsetting.,xnli
رجل بوشم يقف مع امرأة تحمل حقيبة يد صفراء.,زوجان يشاهدان الاباحية.,2,A tattooed man posing with a woman carrying a yellow handbag.,A couple looks at porn.,snli
طفل يرش في المسبح,طفلان يلعبان في الأمواج,1,A kid is splashing in the pool,Two children are playing in the surf,arNLI
امرأة تتحدث على الهاتف,امرأة تتحدث على جهاز هاتفي,0,A woman is talking on a telephone,A woman is talking on a telephonic device,arNLI
بالإضافة إلى ذلك ، وبالنظر إلى نتائج جاو المثيرة للإعجاب وعائد الاستثمار ، فمن المنطقي فقط أن يلقى جاو مخصصات الموارد التي تكون أعلى بكثير من المتوسط بالنسبة للهيئات الفيدرالية الأخرى.,مكتب المحاسبة الحكومي هو وكالة فدرالية مع ميزانية سنوية بمليارات الدولارات.,1,"In addition, given GAO's impressive results and return on investment, it only makes sense for GAO to receive resource allocations that are well above average for other federal entities.",The GAO is a federal agency that with a multi-billion dollar annual budget.,xnli
طريقتي هي الطريقة الآمنة والسهلة.,طريقي هو الأصعب.,2,Mine is the safe and easy way.,My way is the most difficult.,xnli
الشمبانزي يمارس فنون الدفاع عن النفس,قرد يمارس فنون الدفاع عن النفس,0,A chimp is practicing martial arts,A monkey is practicing martial arts,arNLI
يتم الاحتفال بالمهرجان من ثلاثة إلى أربعة أيام ، مع وجود العديد من المعارك لاستعادة الصليب المقدس.,هذا الاحتفال ليس احتفالًا دينيًا,2,"The festival is celebrated from three to four days, with several battles taking place to win back the Holy Cross.",The festival is not religious.,xnli
يمكن للزوار أيضًا مشاهدة فيلم الوسائط المتعددة الافتراضي لمدة 28 دقيقة عن Barcino برشلونة.,بارسينو- برشلونة هو أساس  أفلام الصوت والصورة التي تُجسّد التاريخ الافتراضي.,0,Visitors can also see a 28-minute  virtual history  multimedia film about Barcino-Barcelona.,Barcino-Barcelona is the focus of a virtual history multimedia film.,xnli
.. الإرشاد والتشجيع الروحاني.,نصيحة من القلب والروح,0,.. spiritual guidance and encouragement.,.. advice from the heart and soul,xnli
هؤلاء الفتيات يقضون وقتا عظيما في البحث عن قواقع البحر.,الفتيات بالخارج.,0,These girls are having a great time looking for seashells.,The girls are outside.,snli
فريق كرة القدم، يرتدي اللون أزرق للمباراة، بدأ في المواجهة بالميدان أمام الفريق المدافع الذي يرتدي اللون الأحمر.,فريق كرة القدم باللون الأزرق يلعب كرة القدم.,0,"The soccer team, clad in blue for the match, began to counter down the field in front of the defender, clad in red.",The soccer team in blue plays soccer.,snli
طائرة تطير في الهواء,الطائرة في جنوب أفريقيا لا تحلق في سماء زرقاء,1,An airplane is flying through the air,The south African plane is not flying in a blue sky,arNLI
واعتقدت أن ذلك شرف لي ، ولا يزال ، ولايزال ، كنت الوحيد برقم تسعة اثنان اثنان إي أكس أو والذي كان مجال مهنتي في سلاح الجو .,كان لدي إنطباع أنني كنت الشخص الوحيد الذي لديه هذا الرقم في مجال مهنة سلاح الجو AFFC.,0,"And I thought that was a privilege, and it's still, it's still, I was the only nine two-two Ex-O which was my AFFC Air Force Career field.",I was under the impression that I was the only one with that number at the AFFC Air Force Career field.,xnli
في هذه الأثناء ، ناقشت مجموعة من اتحاد نقابة المحامين في مدينة نيويورك ، ديون الطلاب لمدة ستة أشهر.,يحاول المجموعة أن يحسب خارجا ماذا أن يتمّ حول طالب دين.,1,"A group at the Association of the Bar of the City of New York, meanwhile, has been discussing student debt for six months.",The group is trying to figure out what to do about student debt.,xnli
شخصين يجلسون على مقعد في حديقة في يوم ممطر,امرأتان يرتدون الأبيض والأسود يجلسون على مقاعد البدلاء,1,Two people are sitting on a park bench on a rainy day,Two women dressed in white and black are sitting on a bench,arNLI
طفل أشقر يحمل زجاجة صفراء,طفل ذو شعر أشقر يمسك بزجاجة صفراء,0,A blond child is holding a yellow bottle,"A child, who has blond hair, is holding a yellow bottle",arNLI
.. اجعل مجتمعنا أفضل.,مجتمعنا لا يحتاج للمساعدة.,2,.. Make our society better.,Our society needs no help.,xnli
امرأة ترتدي ملابس أنيقة داخل حشد من الناس وتبحث,امرأة آسيوية تحمل وشاحًا من الفرو,1,A woman dressed in elegant clothing is inside a crowd of people and is looking up,An Asian woman is holding a fur scarf,arNLI
الشخص  يطهو بعض المواد الغذائية,الشخص القلي بعض المواد الغذائية,0,A person is cooking some food,A person is frying some food,arNLI
صبي صغير يعطي شقيقه ركوبة على ظهره,صبي يلعب لعبة الاحتكار (المونوبولي) مع شقيقه.,2,A young boy giving his brother a piggyback ride,a boy is playing monopoly with his brother,snli
و الذين لديهم طلب منخفض (يعادل 1300 وحدة في الأسبوع) و تنوع عالي (معامل التنوع= 1.3).,متوسط مجموعة  الطلب أقل من ثلاثمائة.,2,"7), and those with low demand (averaging 1,300 units a week) and high demand variation (Cv= 1.3).",The low demand group averages below three hundred.,xnli
"موسيقي يلعب الغيتار و هارمونيكا و يغني أغنية ,و ""أيا كان يأخذ"" مكتوبة على غيتاره.",الموسيقي يغني.,0,"A musician playing a guitar and harmonica singing a song with ""Whatever it Takes"" written on his guitar.",The musician is singing.,snli
لقد قضيت الكثير من وقتي في الأنشطة الخاصة,كنت في نشاطات خاصة.,0,"Uh, I spent much of my time in, uh, Special Activities.",I was in Special Activities.,xnli
لا يتم تقشير البطاطا من قبل امرأة,ويجري تقشير البطاطا من قبل امرأة,2,The potato isn't being peeled by a woman,The potato is being peeled by a woman,arNLI
تدرب والكوت على أن يكون رسامًا - مثل والد معلمه ، الذي توفي عندما كان والكوت رضيعًا - و Bounty هو أكثر كتاب رسم مفضل لديه، في الأسلوب والموضوع.,لقد فضل ابن والكوت وظيفته كرسام على وظيفته  التدريسية,1,"Walcott trained to be a painter--like his schoolteacher father, who died when Walcott was a baby--and The Bounty is his most painterly book, in method and theme.",Walcott's father preferred his job as a painter over his teaching job.,xnli
رجل يرتدي بدلة و ربطة عنق مخططة بالبنفسجي يتحدث إلى سيدة ترتدي النظارات الشمسية.,رجل يسرق شنطة يد سيدة في البنك.,2,A man in a suit with a purple striped tie talking to a lady wearing sunglasses.,A man is stealing a lady's purse at the bank.,snli
لكن كانوا منقسمين مثل من كان المزارعين ومن كان أطفال المنزل ، كان ذلك نوع من --,لم يتمكنوا من الاتفاق على من كانت له يد ميدانية ومن ينتمي للمنزل.,0,"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They couldn't agree about who was a field hand and who belonged in the house.,xnli
قد يكون خالد شيخ محمد قد أمر بن الشيبة بإرسال الأموال إلى موسوي للمساعدة في إعداد موسوي كطيار محتمل بديل للجراح.,لم يتكلم خالد الشيخ محمد أبدا مع بن الشيبة.,2,KSM may have instructed Binalshibh to send money to Moussaoui in order to help prepare Moussaoui as a potential substitute pilot for Jarrah.,KSM never spoke to Binalshibh.,xnli
رجل يصب الماء في فم كلب أبيض بمسدس رش,لا يوجد رجل يرش سوبر معتاد على الثمالة في فم كلب,1,A man is squirting water into the mouth of a white dog with a squirt gun,There is no man spraying a super soaker into the mouth of a dog,arNLI
رجل يضع بعض الجبن على بيتزا,يضع رجل بعض الجبن على بيتزا,0,A man is putting some cheese on a pizza,Some cheese is being put on a pizza by a man,arNLI
والفهد يركض بسرعة وراء فريسته.,يهز الفهد فريسته في الحقل.,1,A cheetah is quickly running behind its prey.,A cheetah is shaken off by its prey across a field.,arNLI
وقال الرجل أنه ركب الخيل ,رجل يركب الخيل على الشاطئ,0,A guy is riding a horse,A man is riding a horse on the beach,arNLI
مضرب البداية كان على الناس أن يكون لهم أسماء لتعريف أنفسهم.,قبل وجود اللغة، في عصور بداية البشرية، كان من المستحيل على الناس التفرقة بين جيم وجون.,2,rom the beginning people had to have names to identify themselves.,"Before there was language, in the times of the beginning people, it was impossible for people to determine Jim from John.",xnli
شخص  يركب دراجة نارية في الفعاليات المرتبطة موتوكروس,متسابق الدراجات النارية والقفز على شخص على المسار الرملي,1,A person is riding a motorbike in the event related to motocross,A motorbike rider is jumping over a person on a sandy track,arNLI
ليس من الممكن معرفة مدى أو اتجاه الانحياز في التغيير الكلي لمعدل الحدوث بناءً على التطبيق العام لإحدى وظائف سي- آر في كل مكان.,لا يمكنك معرفة مدى وجود التحيز لأنه من الصعب فصله عن التأثيرات الخارجية الأخرى.,1,It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.,You can't know how much bias exists because it's hard to separate from other outside influences.,xnli
حشد من الناس معبأ في سيارة مترو الانفاق.,حشد من الناس يتجهون للعمل.,1,A crowd of people are packed into a subway car.,A crowd of people are headed to work.,snli
على الرغم من أن Rock 'n' Roll كان يتسابق في الممر السريع مثل حلوى VETTE، إلا أن FOREVER PLAID كان يؤمن بموسيقاهم.,فقط عدد قليل من المراهقين ما زالوا يستمعون إلى موسيقى الروك أند رول.,1,"Although Rock 'n' Roll was racing down the fast lane like a candy apple VETTE, FOREVER PLAID believed in their music.",Only a few teenagers were still listening to Rock 'n' Roll.,xnli
أظن أن جزءًا من الإجابة اجتماعي.,السؤال مبني على أساس نفسي تام.,2,"Part of the answer, I suspect, is sociological.",The question is purely psychologically based.,xnli
لما لا تدعني أتناول كوب كبير من الشيكولاتة باللبن أولًا، قبل أن تصفعني على المؤخرة؟,أحب شرب بعض حليب الشيكولاتة والاسترخاء قليلاً لأنني أعرف أنني أفسدت.,1,"Before you give me a spanking, why don't you just let me have one big glass of chocolate milk first?",I'd love to drink some chocolate milk and relax a bit since I know i messed up.,xnli
قريباً جداً ، سوف يتصل بك أحد أصدقاء IRT لأخذ تعهدك عبر الهاتف.,نحن لا نفعل محركات الهاتف بسبب مخاوف أمنية.,2,"Very soon, a friend of the IRT will be calling you to take your pledge over the phone.",We don't do phone drives because of security concerns.,xnli
يتقدم تسييس كل شيء تقريبا (شعبة الأدب) بسرعة.,إن تسييس كل شيء تقريباً يسير بسرعة.,0,The Politicization of Nearly Everything (Literary Division) proceeds apace.,The Politicization of Nearly Everything goes on swiftly.,xnli
رجل يرتدي ملابس مغطاة بالطلاء ويجلس بالخارج في منطقة مزدحمة يكتب شيئًا,لا يوجد رجل يرتدي ملابس مغطاة بالطلاء أو يجلس بالخارج في منطقة مزدحمة يكتب شيئًا,2,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,arNLI
كما تشير الإحصائيات في الجداول أ1، وأ3 أن المسارات ذات النسبة المرتفعة من شركات النقل تقع في أماكن العناوين البريدية الآهلة بالأسر ذات مستويات الدخل والاهتمامات التعليمية المرتفعة.,المناطق ذات الحجم الكبير هي الأكثر فقراً.,2,"Likewise, the statistics in Tables A2 and A3 show that routes with high carrier route volume reside in ZIP Codes with higher levels of household income and education attainment.",High volume areas are the poorest.,xnli
فتاة تحمل الكثير من الأوشحة الملونة على الشاطئ,فتاة باللون الذهبي والأرجواني تحمل قوس قزح أفغاني,1,A girl is carrying a lot of colorful scarves on the beach,A girl in gold and purple is holding a rainbow afghan,arNLI
ابحث عن روم جوز الهند وروم الفواكه الأخرى لأن هناك أنواع عديدة وهائلة.,لا تُضاف نكهات الفواكه للروم.,2,Look out for coconut rum and other fruit rums there's a tremendous variety.,Rum never has fruit flavors added.,xnli
يا إلهي، لقد يبدو هذا مليء بالمغامرة,لقد بدا ذلك إما ممتع للغاية أو ممل جدًا.,1,oh oh my word well that sounds adventuresome,That seems like either a lot of fun or rrally boring.,xnli
على الرغم من ذلك ، فإن معالجة هوني لا تحتاج إلى تفسير ، وقد يفكر أي شخص يفكر في عمل على اللكنات الأمريكية سيكون من الجيد أن يسترشد بالمبادئ التي وضعها.,لا تحتاج المعاملة الحسنة إلى شرح.,0,"Despite that, Honey's treatment is virtually self-explanatory, and anyone contemplating a work on American accents would do well to be guided by the principles he has established.",Honey's treatment needs no explanation.,xnli
لهذا السبب نشعر بالغش من وجود الجدران المفرغة، والأبواب الضغيفة والدرابزين المهتز.,نحن لسنا سعداء بالجدران الفارغة والأبواب الهشة.,0,"That is why we feel cheated by hollow walls, flimsy doors, and shaky balustrades.",We are not happy with hollow walls and flimsy doors.,xnli
الرجال يتحدثون,بعض النساء يتحدثون,1,The men are having a conversation,Some women are talking,arNLI
رجل يعزف جيتارا كهربائيا على المنصة.,رجل يعزف البانجو على الأرض.,2,A man playing an electric guitar on stage.,A man playing banjo on the floor.,snli
يعزف صبي على الغيتار,يعزف صبي على الغيتار,0,A kid is playing a guitar,A boy is playing a guitar,arNLI
الحكمة السائدة في مدينة واشنطن هذا الأسبوع هي أن صغار الكتاب مثل جلاس والذي انهاروا يستحقون الشفقة ذلك أنهم وقعوا ضحية لضغط النظام الذي يطالبهم بأن يصبحوا نجومًا قبل أن يصبحوا ماهرين في أعمالهم.,غلاس هو كاتب في صحيفة التايمز.,1,The conventional wisdom in Washington this week is that young writers such as Glass who crack up deserve sympathy because the system pressures them into becoming stars before they are journeymen.,Glass is a writer for the Times.,xnli
النشاط المالي المستمر من أجل تحقيق أهداف قانون التدابير المالية الرئيسية,23 المالية قريبة من إنجاز كافة أهداف قانونهم.,1,23Financial  Continued Momentum Essential to Achieve CFO Act Goals,23Financial is close to completing all of their Act Goals.,xnli
وهكذا ، تُسمى الخدوش بالوكزات، كما أن النتوءات الرئيسية - التي تتطلب أكثر من 500 دولار لإصلاحها - تعتبر كدمات.,الكل يسمونه طبيب الأسنان.,2,"Thus, dents are called nudgies , and major dents--the ones that require more than $500 to repair-- are owies .",They just call them all dents.,xnli
ويخضع مدخل الفندق لحراسة برجين يعود تاريخهما إلى القرن الرابع عشر تم تجديدهما من تحصينات المدينة.,لا يوجد سوى برج واحد وهو العلامة التجارية الجديدة.,2,Its entrance is guarded by two 14th-century towers reamainaing from the town's fortifications.,There is only one tower and it's brand new.,xnli
الدراجون يقومون بتسييج دراجة معدنية لصبي,يركب الصبي دراجة فوق سياج معدني,1,The riders are fencing in a boy's metal bike,The boy is riding a bike on the top of a metal fence,arNLI
اللاعب الأمريكي في الأصفر يمسك بالكرة بينما هو تحت الضغط من اللاعب في الأبيض.,لاعب كرة السلة يرمي كرة بثلاث نقط.,2,The American footballer in yellow catches the ball whilst under pressure from the payer in white.,The basketball player shoots a three pointer.,snli
امرأة تضع الطعام في قدر به ماء ساخن,المرأة لا تقلى اللحم,1,A woman is placing food in a pot of hot water,A woman is not frying meat,arNLI
لاعب كرة قدم يرتدي شارات سوداء,يرتدي لاعب كرة قدم أمريكي الشريط الأحمر والأبيض,1,A football player is wearing black armbands,An American footballer is wearing the red and white strip,arNLI
يتم خلط بعض المكونات في وعاء من قبل شخص,شخص يضع المكونات في الخلاط,1,Some ingredients are being mixed in a bowl by a person,A person is bowling the ingredients to the man at the mixer,arNLI
ولكن اه أنت تحب الأطعمة المختلفة هاه,يجب أن تستمتع بتجربة أطعمة عرقية مختلفة.,1,but uh so you like different foods huh,You must enjoy trying different ethnic foods.,xnli
الأطفال ينظرون إلى شيء على الطاولة.,بعض الأطفال ينظرون الى حشرة على طاولة المطبخ.,1,kids are looking at something on a table.,Some kids are looking at an insect on the kitchen table.,snli
رجل يرتدي بدلة و ربطة عنق مخططة بالبنفسجي يتحدث إلى سيدة ترتدي النظارات الشمسية.,رجل يتحدث مع سيدة.,0,A man in a suit with a purple striped tie talking to a lady wearing sunglasses.,A man is chatting with a lady.,snli
كيف يمكن لأحد الأبوين تحديد الفرق بين اضطراب اللغة وتطوير اللغة الطبيعي؟,يعرف الوالدين إذا كان تطور اللغة يسير بشكل طبيعي.,2,How can a parent identify the difference between a language disorder and normal language development?,A parent knows if language development is normal.,xnli
ليس هناك قرد ركل شخص,قرد يمارس فنون الدفاع عن النفس,1,There is no monkey kicking a person,A monkey is practicing martial arts,arNLI
أمنية فنست أمور (إلا إذا كنت تعمل في ويكلي ستاندرد): بريت هوم (فوكس نيوز صانداي) ترجح سبب لماذا قد لا تفعلها لوينسكي، فلازال لديها إعجاب يائس بالرئيس.,يعمل بريت هيوم لصالح شركة فوكس.,0,Omnia vincit amor (unless you work for the Weekly Standard): Brit Hume ( Fox News Sunday ) speculates on why Lewinsky might not  She still has a hopeless crush on the president.,Brit Hume works for Fox.,xnli
كلب يركض على الطريق,الرجل يجري على الطريق,1,A dog is running on the road,The man is running on the road,arNLI
سوف تتذكري بعد ذلك أن صلابتك أخرجتني. انتقلت للرحيل، ثم تحققت، وواجهته مرة أخرى.,على الرغم من الإهانة ، كانت تتجه نحوه لتقول وداعاً أخيرًا.,1,"Ye'll remember afterwards that it was your hardness drove me.   She moved to depart, then checked, and faced him again.","Though offended, she had turned towards him to say one last goodbye.",xnli
رجل يرتدي قميصًا أرجوانيًا وجلدًا أسود اللون ويقف أمام الكاميرا,يقف الرجل الذي يرتدي الفصول الجلدية وقميصًا بنفسجيًا أمام شخص ينظر,1,A man is wearing a purple shirt and black leather chaps and is posing for the camera,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,arNLI
الشخص الذي يركب الدراجة النارية يرفع ذراعه,رجل على حصان يركب على مضمار ويلوح,1,The person on the motorcycle is holding up an arm,A man on a horse is riding on a track and waving,arNLI
شخصان يقودان سيارة  وفتاة تجلس على سطح السيارة,شخصان يقودان سيارة  وفتاة تجلس على سطح السيارة,0,Two people are driving a jeep and a girl is sitting on the top of it,Two people are driving a jeep and a lady is sitting on the top of it,arNLI
خوف بعض القراء الأجانب، مع ذلك، تم تحريف كلامه، على الأقل مرة واحدة، على أنه هدد بدفن أمريكا.,في الواقع لقد هدد بدفن أمريكا عدة مرات.,2,"To the horror of some Western readers, however, he was at least once quoted out of context as having threatened to  bury  America.",He did in fact threaten to bury America several times.,xnli
أوه ما قيمة الحياة البشرية وما إذا كان بإمكانك إعادة تأهيل شخص ما أم لا,لا يستحق أي إنسان إعادة تأهيله.,2,oh what human life is worth and whether or not you can rehabilitate somebody,No humans deserve to be rehabilitated.,xnli
هناك رجل يقفز في حوض سباحة فارغ, راكب دراجة نارية  يقفز في الهواء وحيداَ,1,A man is jumping into an empty pool,A lone biker is jumping in the air,arNLI
و في نفس السياق، رغم تغطية الإصدارات الأخيرة لكتاب أومني جازيتر للولايات المتحدة الأمريكية ل ١٥٠٠٠٠٠ منطقة آهلة بالسكان إلا أن هذا يعتبر من طرف البعض على أنه خطوة أولى فقط لكنها طموحة.,يُعد المعجم الجغرافي للولايات المتحدة الأمريكية لشركة أويمنا خطوة أولى.,0,"Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.",The Omni Gazetteer of the United States is a first step.,xnli
فتاة صغيرة ترتدي قميصًا ورديًا تلعب كرة T وتأرجح,فتاة صغيرة تضرب كرة من نقطة الإنطلاق,1,A little girl in a pink shirt is playing t-ball and taking a swing,A little girl is hitting a ball off a tee,arNLI
شاهد تقارير الاستخبارات، استجوابات الــ ك م س،1 يوليو 2003 ؛ 5 سبتمبر 2003.,تم استجواب KSM في عام 2003.,0,"See Intelligence reports, interrogations of KSM, July 1, 2003; Sept. 5, 2003.",KSM was interrogated in 2003.,xnli
الولد يلعب بحماس في الوحل,يلعب قط مع جهاز,1,The boy is enthusiastically playing in the mud,A cat is playing with a device,arNLI
يقوم الشخص بتقطيع فص ثوم إلى قطع,لا أحد يقطع الفليفلة إلى قطع,1,The person is slicing a clove of garlic into pieces,Nobody is cutting a capsicum into pieces,arNLI
حتى في هذه الأوقات المبكرة، سيتم استشارة الآلهة مع أوراكل بإصدار أحكامهم من صخرة سيبيل.,الآلهة وأوراكل لم يتحدثان أو يعملان سوياً أبداً.,2,Even in these early times the gods would be consulted with the oracle issuing their verdicts from the Rock of Sybil.,The gods and the oracle never spoke or worked together.,xnli
هذا لا يعني أن التقليد الغربي يحتكر اللسانية.,الناس في الغرب أكثر جمالاً من الآخرين.,1,This is not to say that the Western tradition has a monopoly on Niceness.,People in the west are far more nice than others.,xnli
لا يوجد  فتاة تقفز إلى السيارة,هناك فتاة  تقفز على سيارة بتهور,0,One girl is jumping on the car,The girl is recklessly jumping onto a car,arNLI
بقدر ما ينطبق برنامج التأمين الاجتماعي على الموظفين الاتحاديين، فإن الشروط والأحكام تكون بشكل عام مماثلة لبرنامج الموظفين الخاصين.,يوافق الموظفون العاملين في القطاع الخاص على شروط وأحكام تُختلف عن تلك الخاصة بموظفي الحكومة الاتحادية.,2,"Insofar as the social insurance program applies to Federal employees, the terms and conditions are generally the same as the program for private employees.",Private employees agree to different terms and conditions than Federal employees.,xnli
في مقياس الفعالية ، الكمال غير قابل للتحقيق.,لا يمكنك أبداً أن تكون مثالي.,0,"In measuring effectiveness, perfection is unattainable.",You can never be perfect.,xnli
مايكل سانتو، من شركة فايروال وشركاه، في بوفالو، نيويورك، كانت تلك التي صنعتها، أه، آه، اخترعت منظم O2 العالي قبل أن يبنيوا النار على الموقد بشكل جيد.,عاش سانتو في نيويورك وعمل على منظم O2 العالي.,0,"Michael Santo of, of Firewell and Company, of Buffalo, NY, they was the one that uh, manufactured, uh, invented the high O2 regulator before that they built fire control on the stove well.",Santo lived in New York and worked on the high O2 regulator.,xnli
بالضبط وكنت ممتن جدا حتى قالت لي انها الشركة التي كانت معها,لقد جعلتني أشعر أنني بحالة جيدة حتى اكتشفت من كانت معه.,0,exactly and i was very flattered until she told me she the company she was with,She made me feel good until I found out who she was with.,xnli
رجل يرتدي زي رسمي يمسك الميكروفون ويبدأ الغناء,عائلة تشتري شيئا من آلة البيع,1,A man in a suit is standing at a microphone and singing,A family is buying something at the vending machine,arNLI
حسنا ، بالنظر إلى أن بيل برادلي ترعرع في سانت لويس ، انتظر، آسف ، سيكون ذلك مضحك إذا كان آل غور قد نما في تينيسي.,برادلي كان من ميسوري,0,"Well, given that Bill Bradley grew up in St. Louis   wait, sorry, that would only be funny if Al Gore had grown up in Tennessee.",Bradley was from Missouri.,xnli
لقد كان نجل وزير، لذلك كان لديه، ممتلكات، وأشياء، وكانوا على اتصال جيد جدا في المجتمع وكان يكن له الجميع غاية الاحترام.,كان والده قسًا.,0,"Where he was a , he was a minister's son, so he had, they had property, and stuff, and they were very well-connected in the community and very, held in high esteem.",His dad was a pastor.,xnli
قارب الإنقاذ البرتقالي يندفع عبر الماء,رجلان يركبان زورقًا برتقاليًا على الشاطئ,1,The orange rescue boat is rushing across the water,Two men are riding an orange raft on the shore,arNLI
شخص  يضع الخضار في وعاء,شخص  يضع الخضار في وعاء,0,A person is stirring vegetables in a bowl,A person is stirring vegetables in a pot,arNLI
وبالعكس إذا ما قام الأسلاف الجدد بإرسال شارات لا يمكن على الإطلاق استخدام القانون العام في هذا الأمر.,القوانين الجديدة أصلية.,2,"Conversely, if new precedents never sent out ripples, the common law could hardly evolve at all.",New laws are original.,xnli
الرامي يرمي الكرة في لعبة البيسبول.,الولد يلعب كرة السلة.,2,The pitcher is pitching the ball in a game of baseball.,The boy plays basketball.,snli
البحث عن التعالي، العاطفة، والسخرية (مع خيارات منفصلة مقصودة وغير مقصودة) ، التقويد، الظلامية، والتورية؛,تنقسم السخرية إلى فئات فرعية.,0,"Search for condescension, sentimentality, irony (with separate options for intentional and unintentional), pandering, obscurantism, and puns;",Irony is divided into subcategories.,xnli
يقوم ممثلون بكسب عيشهم من المهنة على عكس المسارح الغير الربحية الأخرى في المدينة,مسرحنا يغطي كل التأمينات الطبية للممثلين لدينا.,1,"Unlike other not-for-profit theatres in the city, our actors make their living from their craft.",Our theater covers all its actors' medical insurance.,xnli
أطلب منكم إعطاء اليوم لفريق IRT ومساعدتهم على مواصلة العمل الرائع الذي ينتجونه منذ 26 عامًا.,من فضلك لا تفكر حتى في التبرع بأية أموال ل IRT اليوم أو أي يوم آخر.,2,I ask you to please give today to the IRT and help them continue the marvelous work they have been producing for 26 years.,Please don't even think about donating any money to the IRT today or any day.,xnli
ستة كلاب يسبحون في نهر.,ستة كلاب يسبحون عبر نهر.,1,Six dogs swimming in a river.,Six dogs swim across the river.,snli
زوجان حديثان يضحكان ويتحدثان فيما بينهما.,تزوج الزوجان للتو.,0,A newlywed couple laughing and talking amongst themselves.,The couple just got married.,snli
نحن نأمل أن تستمتع بالتحدث إليهم، ولكن يمكنك حفظ أموالك الإدارية الخاصة بالـ IRT عن طريق إرسال هديتك في رساة الإرجاع اليوم.,يمكنك التبرع خلال تحويل بنكي فقط.,2,"We hope you will enjoy talking to them, but you can save the IRT administrative money by sending your gift in the return envelope today.",You can only donate through a wire transfer.,xnli
امرأة تغلي البيض,امرأة تضع اثنين من البيض في وعاء من الماء,1,A woman is boiling eggs,A woman is putting two eggs into a pot of water,arNLI
طفلة تجري في نعل كبير الحجم.,طفل صغير يلعب بكرة السلة.,2,Baby in running in over-sized flip-flops.,A young boy is playing with a basketball.,snli
فتاة صغيرة ترتدي معطفًا مصنوعًا لفصل الشتاء تقفز من صخرة على الرمال على الشاطئ,فتاة تقفز من فوق صخرة وأخرى تقف عليها,1,A young girl in a coat made for winter is jumping off a boulder into the sand at a beach,A girl is jumping off a rock and another is standing on it,arNLI
امرأة تشاهد من أعلى تضع طلاء الأظافر الحمراء على أصابع قدميها، بينما هم يستريحون على مقعد من الجلد.,المرأة تقف.,2,"A woman is seen from above applying red nail polish to her toes, as they rest on a leather seat.",The woman is standing.,snli
أمم ، وهكذا غادروا المدينة ، وهي لم تر أختها مرة أخرى ، ولم تر شقيقتها مرة أخرى.,لم ترَ أختها بعد ذلك أبدا.,0,"Um, and so they just left town, and she, she never did see her sister again, never saw her sister again.",She never saw her sister after that.,xnli
20 وعلى العكس من ذلك، فإن الإنفاق أكثر من الدخل الحالي يقلل من مخزون الثروة لأنه يجب سحب المبالغ التي تم توفيرها في الماضي على المكشوف، أو زيادة بيع الأصول القائمة، أو الاقتراض.,تنفق الدم أكثر مما تصنعه.,0,"20 Conversely, dissaving-spending more than current income-reduces the stock of wealth because amounts saved in the past must be drawn down, existing assets sold, or borrowing increased.",Dissaving is spending more than you make.,xnli
كلب يفتح جرة طعام,كلب يفتح علبة طعام,0,The woman is waterskiing,The woman is waterskiing fearlessly,arNLI
قرد يمارس فنون الدفاع عن النفس,شخص يركل من قبل قرد,1,A monkey is practicing martial arts,A person is being kicked by a monkey,arNLI
الرجل على الأرض القاحلة في الغالب ، يصور عربة بهلوانية بالدراجة النارية.,يقوم الرجل بدراجة بهلوانية بالدراجة النارية على الأرض التي تكون قاحلة في الغالب,1,"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",The man is doing a wheelie with a motorcycle on ground which is mostly barren,arNLI
شخصان على كرسيين يقرآن,يجلس شخصان على كراسي الحديقة ويقرآن الكتب,1,Two people in two chairs are talking,Two people are sitting in lawn chairs and are reading books,arNLI
